latitude,longitude,gnn+lstm,gnn,cnn+lstm,cnn
24.275,90.975,0.88,0.83,0.75,0.8
24.275,90.985,0.89,0.85,0.76,0.81
24.275,90.995,0.89,0.84,0.76,0.81
24.275,91.005,0.88,0.82,0.74,0.8
24.275,91.015,0.88,0.83,0.74,0.79
24.275,91.025,0.87,0.82,0.73,0.78
24.275,91.035,0.86,0.82,0.73,0.77
24.275,91.045,0.85,0.8,0.72,0.76
24.275,91.055,0.84,0.8,0.71,0.75
24.275,91.065,0.82,0.76,0.68,0.72
24.275,91.075,0.78,0.72,0.63,0.67
24.275,91.085,0.76,0.72,0.6,0.64
24.275,91.095,0.76,0.7,0.61,0.64
24.275,91.105,0.75,0.71,0.61,0.63
24.275,91.115,0.75,0.71,0.61,0.62
24.275,91.125,0.74,0.67,0.59,0.61
24.275,91.135,0.74,0.68,0.6,0.61
24.275,91.145,0.77,0.71,0.64,0.65
24.275,91.155,0.82,0.8,0.7,0.73
24.275,91.165,0.85,0.8,0.73,0.78
24.275,91.175,0.87,0.82,0.73,0.79
24.275,91.185,0.89,0.85,0.76,0.81
24.275,91.195,0.9,0.86,0.78,0.83
24.275,91.205,0.9,0.86,0.78,0.83
24.275,91.215,0.89,0.86,0.76,0.82
24.275,91.225,0.87,0.83,0.73,0.79
24.275,91.235,0.86,0.81,0.72,0.77
24.275,91.245,0.86,0.82,0.72,0.77
24.275,91.255,0.87,0.82,0.73,0.78
24.275,91.265,0.87,0.83,0.73,0.79
24.275,91.275,0.87,0.84,0.74,0.8
24.275,91.285,0.88,0.84,0.74,0.8
24.275,91.295,0.88,0.84,0.75,0.81
24.275,91.305,0.88,0.84,0.75,0.81
24.275,91.315,0.88,0.84,0.74,0.81
24.275,91.325,0.88,0.85,0.74,0.81
24.275,91.335,0.88,0.85,0.75,0.81
24.275,91.345,0.89,0.85,0.76,0.82
24.275,91.355,0.89,0.86,0.76,0.82
24.275,91.365,0.89,0.85,0.76,0.81
24.275,91.375,0.89,0.85,0.76,0.81
24.275,91.385,0.9,0.87,0.77,0.82
24.275,91.395,0.9,0.86,0.78,0.83
24.275,91.405,0.9,0.87,0.77,0.83
24.275,91.415,0.9,0.86,0.77,0.83
24.275,91.425,0.89,0.85,0.76,0.82
24.275,91.435,0.89,0.84,0.76,0.82
24.275,91.445,0.89,0.85,0.76,0.82
24.275,91.455,0.89,0.85,0.76,0.82
24.275,91.465,0.89,0.85,0.76,0.82
24.275,91.475,0.9,0.85,0.77,0.82
24.275,91.485,0.9,0.86,0.77,0.82
24.275,91.495,0.9,0.85,0.77,0.82
24.275,91.505,0.89,0.85,0.77,0.82
24.275,91.515,0.89,0.86,0.77,0.82
24.275,91.525,0.89,0.84,0.77,0.81
24.275,91.535,0.89,0.85,0.77,0.82
24.275,91.545,0.89,0.84,0.77,0.81
24.275,91.555,0.88,0.85,0.77,0.81
24.275,91.565,0.88,0.84,0.77,0.81
24.275,91.575,0.89,0.84,0.77,0.81
24.275,91.585,0.89,0.84,0.77,0.81
24.275,91.595,0.89,0.85,0.77,0.81
24.275,91.605,0.89,0.84,0.76,0.8
24.275,91.615,0.89,0.84,0.76,0.81
24.275,91.625,0.89,0.85,0.76,0.81
24.275,91.635,0.88,0.83,0.75,0.79
24.275,91.645,0.87,0.82,0.74,0.78
24.275,91.655,0.87,0.82,0.75,0.79
24.275,91.665,0.87,0.83,0.75,0.78
24.275,91.675,0.87,0.82,0.76,0.78
24.275,91.685,0.87,0.82,0.75,0.78
24.275,91.695,0.87,0.81,0.75,0.78
24.275,91.705,0.87,0.82,0.75,0.78
24.275,91.715,0.86,0.82,0.76,0.78
24.275,91.725,0.86,0.82,0.76,0.78
24.275,91.735,0.87,0.82,0.76,0.79
24.275,91.745,0.87,0.82,0.77,0.79
24.275,91.755,0.87,0.82,0.77,0.79
24.275,91.765,0.87,0.82,0.76,0.79
24.275,91.775,0.87,0.81,0.76,0.78
24.275,91.785,0.86,0.81,0.75,0.78
24.275,91.795,0.86,0.8,0.75,0.77
24.275,91.805,0.86,0.81,0.75,0.77
24.275,91.815,0.86,0.82,0.75,0.77
24.275,91.825,0.85,0.8,0.75,0.77
24.275,91.835,0.84,0.8,0.74,0.76
24.275,91.845,0.84,0.79,0.74,0.75
24.275,91.855,0.84,0.79,0.74,0.75
24.275,91.865,0.85,0.8,0.75,0.76
24.275,91.875,0.84,0.8,0.75,0.76
24.275,91.885,0.85,0.8,0.76,0.76
24.275,91.895,0.85,0.81,0.76,0.76
24.275,91.905,0.86,0.8,0.77,0.77
24.275,91.915,0.86,0.81,0.77,0.77
24.275,91.925,0.86,0.82,0.77,0.76
24.275,91.935,0.86,0.82,0.76,0.76
24.285,88.735,0.8,0.76,0.63,0.71
24.285,88.745,0.81,0.76,0.64,0.72
24.285,88.755,0.89,0.85,0.76,0.81
24.285,88.765,0.9,0.85,0.76,0.82
24.285,88.775,0.91,0.86,0.77,0.83
24.285,88.785,0.91,0.86,0.78,0.83
24.285,88.795,0.91,0.87,0.78,0.84
24.285,88.805,0.92,0.87,0.79,0.84
24.285,88.815,0.92,0.87,0.79,0.84
24.285,88.825,0.92,0.87,0.79,0.84
24.285,88.835,0.92,0.88,0.79,0.84
24.285,88.845,0.92,0.88,0.79,0.84
24.285,88.855,0.92,0.87,0.79,0.84
24.285,88.865,0.92,0.88,0.8,0.84
24.285,88.875,0.92,0.88,0.8,0.84
24.285,88.885,0.92,0.87,0.8,0.84
24.285,88.895,0.92,0.88,0.8,0.85
24.285,88.905,0.92,0.88,0.8,0.84
24.285,88.915,0.92,0.88,0.8,0.84
24.285,88.925,0.92,0.87,0.8,0.84
24.285,88.935,0.92,0.88,0.8,0.84
24.285,88.945,0.92,0.88,0.8,0.85
24.285,88.955,0.92,0.88,0.8,0.85
24.285,88.965,0.92,0.89,0.81,0.85
24.285,88.975,0.92,0.89,0.81,0.85
24.285,88.985,0.93,0.89,0.81,0.85
24.285,88.995,0.93,0.88,0.81,0.85
24.285,89.005,0.93,0.88,0.81,0.85
24.285,89.015,0.92,0.88,0.81,0.85
24.285,89.025,0.92,0.88,0.81,0.85
24.285,89.035,0.92,0.88,0.81,0.85
24.285,89.045,0.92,0.88,0.81,0.85
24.285,89.055,0.92,0.88,0.81,0.85
24.285,89.065,0.93,0.88,0.81,0.85
24.285,89.075,0.93,0.88,0.82,0.86
24.285,89.085,0.93,0.89,0.82,0.86
24.285,89.095,0.93,0.89,0.83,0.86
24.285,89.105,0.93,0.89,0.83,0.86
24.285,89.115,0.93,0.89,0.83,0.87
24.285,89.125,0.93,0.88,0.83,0.86
24.285,89.135,0.93,0.89,0.84,0.86
24.285,89.145,0.93,0.89,0.84,0.86
24.285,89.155,0.93,0.89,0.84,0.86
24.285,89.165,0.93,0.89,0.84,0.86
24.285,89.175,0.93,0.89,0.83,0.86
24.285,89.185,0.93,0.89,0.84,0.86
24.285,89.195,0.93,0.89,0.84,0.86
24.285,89.205,0.93,0.9,0.84,0.86
24.285,89.215,0.93,0.89,0.84,0.86
24.285,89.225,0.92,0.89,0.83,0.85
24.285,89.235,0.92,0.88,0.83,0.85
24.285,89.245,0.92,0.88,0.83,0.85
24.285,89.255,0.92,0.88,0.84,0.85
24.285,89.265,0.92,0.87,0.84,0.84
24.285,89.275,0.92,0.87,0.85,0.85
24.285,89.285,0.92,0.88,0.85,0.85
24.285,89.295,0.92,0.88,0.84,0.85
24.285,89.305,0.91,0.88,0.84,0.85
24.285,89.315,0.91,0.88,0.83,0.85
24.285,89.325,0.91,0.88,0.84,0.85
24.285,89.335,0.91,0.88,0.84,0.84
24.285,89.345,0.91,0.87,0.84,0.84
24.285,89.355,0.91,0.88,0.84,0.85
24.285,89.365,0.92,0.88,0.83,0.85
24.285,89.375,0.92,0.88,0.83,0.86
24.285,89.385,0.91,0.88,0.84,0.84
24.285,89.395,0.91,0.87,0.83,0.84
24.285,89.405,0.91,0.9,0.82,0.85
24.285,89.415,0.91,0.88,0.83,0.86
24.285,89.425,0.91,0.89,0.84,0.86
24.285,89.435,0.91,0.88,0.84,0.85
24.285,89.445,0.91,0.89,0.83,0.85
24.285,89.455,0.91,0.89,0.83,0.85
24.285,89.465,0.91,0.89,0.83,0.86
24.285,89.475,0.92,0.89,0.82,0.87
24.285,89.485,0.92,0.89,0.83,0.86
24.285,89.495,0.92,0.89,0.83,0.86
24.285,89.505,0.92,0.9,0.83,0.86
24.285,89.515,0.92,0.9,0.83,0.86
24.285,89.525,0.92,0.89,0.83,0.86
24.285,89.535,0.92,0.89,0.83,0.86
24.285,89.545,0.92,0.9,0.83,0.86
24.285,89.555,0.92,0.89,0.83,0.86
24.285,89.565,0.92,0.89,0.83,0.86
24.285,89.575,0.91,0.9,0.82,0.86
24.285,89.585,0.91,0.89,0.82,0.86
24.285,89.595,0.91,0.89,0.83,0.86
24.285,89.605,0.91,0.89,0.83,0.86
24.285,89.615,0.91,0.89,0.83,0.86
24.285,89.625,0.91,0.89,0.83,0.86
24.285,89.635,0.91,0.89,0.83,0.86
24.285,89.645,0.92,0.9,0.83,0.86
24.285,89.655,0.92,0.9,0.83,0.86
24.285,89.665,0.92,0.89,0.83,0.86
24.285,89.675,0.92,0.9,0.83,0.86
24.285,89.685,0.92,0.89,0.83,0.86
24.285,89.695,0.92,0.89,0.82,0.85
24.285,89.705,0.8,0.76,0.68,0.72
24.285,89.715,0.79,0.76,0.67,0.72
24.285,89.725,0.78,0.76,0.66,0.72
24.285,89.735,0.79,0.76,0.67,0.74
24.285,89.745,0.8,0.78,0.69,0.75
24.285,89.755,0.78,0.76,0.66,0.74
24.285,89.765,0.79,0.76,0.67,0.73
24.285,89.775,0.78,0.76,0.66,0.71
24.285,89.785,0.77,0.75,0.65,0.71
24.285,89.795,0.76,0.73,0.63,0.7
24.285,89.805,0.9,0.88,0.8,0.84
24.285,89.815,0.91,0.88,0.81,0.85
24.285,89.825,0.91,0.89,0.82,0.85
24.285,89.835,0.92,0.9,0.83,0.86
24.285,89.845,0.92,0.9,0.83,0.87
24.285,89.855,0.92,0.9,0.83,0.87
24.285,89.865,0.92,0.91,0.83,0.87
24.285,89.875,0.93,0.9,0.82,0.87
24.285,89.885,0.93,0.9,0.83,0.87
24.285,89.895,0.93,0.9,0.83,0.87
24.285,89.905,0.93,0.9,0.83,0.87
24.285,89.915,0.93,0.91,0.83,0.87
24.285,89.925,0.92,0.9,0.82,0.87
24.285,89.935,0.92,0.9,0.82,0.86
24.285,89.945,0.92,0.89,0.82,0.86
24.285,89.955,0.92,0.9,0.82,0.86
24.285,89.965,0.92,0.9,0.82,0.86
24.285,89.975,0.92,0.89,0.82,0.87
24.285,89.985,0.92,0.89,0.82,0.86
24.285,89.995,0.92,0.9,0.82,0.87
24.285,90.005,0.92,0.9,0.82,0.87
24.285,90.015,0.92,0.91,0.82,0.87
24.285,90.025,0.92,0.9,0.82,0.87
24.285,90.035,0.92,0.9,0.82,0.87
24.285,90.045,0.92,0.89,0.82,0.86
24.285,90.055,0.92,0.89,0.82,0.86
24.285,90.065,0.92,0.89,0.82,0.86
24.285,90.075,0.92,0.89,0.82,0.86
24.285,90.085,0.92,0.89,0.82,0.86
24.285,90.095,0.92,0.9,0.82,0.87
24.285,90.105,0.92,0.89,0.83,0.87
24.285,90.115,0.92,0.9,0.83,0.88
24.285,90.125,0.92,0.9,0.83,0.88
24.285,90.135,0.92,0.9,0.84,0.88
24.285,90.145,0.93,0.91,0.84,0.88
24.285,90.155,0.93,0.9,0.84,0.88
24.285,90.165,0.93,0.91,0.84,0.88
24.285,90.175,0.93,0.91,0.85,0.88
24.285,90.185,0.93,0.9,0.85,0.88
24.285,90.195,0.93,0.91,0.85,0.88
24.285,90.205,0.93,0.9,0.85,0.88
24.285,90.215,0.93,0.91,0.84,0.88
24.285,90.225,0.92,0.9,0.84,0.88
24.285,90.235,0.92,0.9,0.83,0.87
24.285,90.245,0.92,0.9,0.83,0.87
24.285,90.255,0.92,0.9,0.84,0.88
24.285,90.265,0.92,0.91,0.84,0.87
24.285,90.275,0.92,0.9,0.84,0.87
24.285,90.285,0.92,0.89,0.83,0.86
24.285,90.295,0.92,0.9,0.84,0.87
24.285,90.305,0.92,0.91,0.84,0.87
24.285,90.315,0.93,0.9,0.84,0.87
24.285,90.325,0.93,0.9,0.84,0.87
24.285,90.335,0.93,0.91,0.84,0.87
24.285,90.345,0.92,0.9,0.84,0.87
24.285,90.355,0.92,0.9,0.84,0.87
24.285,90.365,0.92,0.9,0.83,0.87
24.285,90.375,0.92,0.9,0.83,0.87
24.285,90.385,0.92,0.91,0.83,0.87
24.285,90.395,0.92,0.89,0.83,0.87
24.285,90.405,0.92,0.9,0.83,0.87
24.285,90.415,0.92,0.91,0.84,0.87
24.285,90.425,0.92,0.9,0.83,0.87
24.285,90.435,0.92,0.9,0.83,0.87
24.285,90.445,0.92,0.9,0.84,0.87
24.285,90.455,0.92,0.9,0.83,0.87
24.285,90.465,0.92,0.9,0.83,0.87
24.285,90.475,0.92,0.89,0.83,0.87
24.285,90.485,0.92,0.89,0.83,0.87
24.285,90.495,0.92,0.9,0.83,0.86
24.285,90.505,0.92,0.9,0.82,0.86
24.285,90.515,0.92,0.9,0.82,0.86
24.285,90.525,0.92,0.9,0.82,0.86
24.285,90.535,0.92,0.9,0.82,0.86
24.285,90.545,0.92,0.89,0.82,0.86
24.285,90.555,0.93,0.89,0.82,0.86
24.285,90.565,0.93,0.89,0.82,0.87
24.285,90.575,0.92,0.89,0.82,0.87
24.285,90.585,0.92,0.9,0.82,0.87
24.285,90.595,0.92,0.89,0.82,0.87
24.285,90.605,0.93,0.89,0.82,0.87
24.285,90.615,0.93,0.9,0.83,0.87
24.285,90.625,0.93,0.9,0.82,0.87
24.285,90.635,0.92,0.89,0.81,0.86
24.285,90.645,0.92,0.89,0.81,0.86
24.285,90.655,0.92,0.9,0.81,0.86
24.285,90.665,0.92,0.89,0.82,0.87
24.285,90.675,0.93,0.9,0.82,0.87
24.285,90.685,0.93,0.9,0.82,0.87
24.285,90.695,0.93,0.9,0.82,0.87
24.285,90.705,0.93,0.9,0.83,0.87
24.285,90.715,0.93,0.9,0.83,0.87
24.285,90.725,0.93,0.9,0.82,0.87
24.285,90.735,0.93,0.9,0.82,0.87
24.285,90.745,0.93,0.9,0.82,0.87
24.285,90.755,0.93,0.9,0.82,0.86
24.285,90.765,0.92,0.89,0.81,0.86
24.285,90.775,0.92,0.89,0.81,0.86
24.285,90.785,0.92,0.89,0.81,0.86
24.285,90.795,0.92,0.89,0.81,0.86
24.285,90.805,0.92,0.88,0.81,0.86
24.285,90.815,0.92,0.88,0.8,0.86
24.285,90.825,0.91,0.87,0.8,0.85
24.285,90.835,0.91,0.87,0.79,0.84
24.285,90.845,0.91,0.87,0.8,0.85
24.285,90.855,0.91,0.87,0.8,0.85
24.285,90.865,0.91,0.88,0.8,0.86
24.285,90.875,0.91,0.89,0.79,0.85
24.285,90.885,0.9,0.86,0.77,0.84
24.285,90.895,0.89,0.86,0.75,0.82
24.285,90.905,0.88,0.83,0.75,0.82
24.285,90.915,0.89,0.85,0.77,0.83
24.285,90.925,0.9,0.87,0.77,0.84
24.285,90.935,0.9,0.87,0.79,0.86
24.285,90.945,0.9,0.88,0.79,0.86
24.285,90.955,0.89,0.86,0.78,0.83
24.285,90.965,0.87,0.82,0.75,0.8
24.285,90.975,0.87,0.83,0.74,0.79
24.285,90.985,0.88,0.83,0.75,0.8
24.285,90.995,0.88,0.84,0.74,0.8
24.285,91.005,0.87,0.83,0.73,0.79
24.285,91.015,0.87,0.82,0.73,0.78
24.285,91.025,0.86,0.81,0.73,0.77
24.285,91.035,0.86,0.81,0.72,0.76
24.285,91.045,0.84,0.79,0.71,0.75
24.285,91.055,0.83,0.77,0.7,0.72
24.285,91.065,0.81,0.74,0.68,0.7
24.285,91.075,0.78,0.72,0.64,0.67
24.285,91.085,0.78,0.72,0.63,0.66
24.285,91.095,0.79,0.75,0.65,0.68
24.285,91.105,0.8,0.74,0.66,0.68
24.285,91.115,0.79,0.74,0.65,0.67
24.285,91.125,0.79,0.73,0.65,0.67
24.285,91.135,0.8,0.74,0.66,0.68
24.285,91.145,0.83,0.79,0.7,0.73
24.285,91.155,0.86,0.83,0.74,0.78
24.285,91.165,0.87,0.82,0.74,0.79
24.285,91.175,0.87,0.83,0.73,0.79
24.285,91.185,0.88,0.84,0.75,0.81
24.285,91.195,0.89,0.85,0.77,0.82
24.285,91.205,0.88,0.84,0.75,0.82
24.285,91.215,0.88,0.84,0.74,0.81
24.285,91.225,0.88,0.84,0.74,0.79
24.285,91.235,0.87,0.83,0.73,0.78
24.285,91.245,0.86,0.82,0.72,0.76
24.285,91.255,0.86,0.8,0.71,0.75
24.285,91.265,0.86,0.81,0.71,0.76
24.285,91.275,0.86,0.81,0.72,0.77
24.285,91.285,0.87,0.83,0.73,0.78
24.285,91.295,0.87,0.83,0.73,0.79
24.285,91.305,0.87,0.83,0.73,0.8
24.285,91.315,0.87,0.83,0.73,0.8
24.285,91.325,0.87,0.82,0.73,0.8
24.285,91.335,0.87,0.83,0.73,0.8
24.285,91.345,0.88,0.85,0.75,0.81
24.285,91.355,0.89,0.86,0.76,0.82
24.285,91.365,0.89,0.85,0.76,0.82
24.285,91.375,0.89,0.85,0.76,0.82
24.285,91.385,0.9,0.85,0.77,0.82
24.285,91.395,0.9,0.86,0.77,0.82
24.285,91.405,0.89,0.87,0.76,0.82
24.285,91.415,0.89,0.85,0.76,0.82
24.285,91.425,0.89,0.85,0.76,0.82
24.285,91.435,0.89,0.85,0.76,0.82
24.285,91.445,0.89,0.86,0.76,0.82
24.285,91.455,0.89,0.85,0.77,0.82
24.285,91.465,0.89,0.85,0.76,0.82
24.285,91.475,0.89,0.84,0.76,0.82
24.285,91.485,0.89,0.85,0.76,0.82
24.285,91.495,0.89,0.86,0.77,0.82
24.285,91.505,0.89,0.85,0.77,0.82
24.285,91.515,0.89,0.84,0.76,0.81
24.285,91.525,0.89,0.85,0.76,0.81
24.285,91.535,0.89,0.84,0.77,0.81
24.285,91.545,0.89,0.85,0.77,0.81
24.285,91.555,0.88,0.84,0.77,0.81
24.285,91.565,0.89,0.84,0.77,0.81
24.285,91.575,0.89,0.84,0.78,0.82
24.285,91.585,0.89,0.85,0.77,0.81
24.285,91.595,0.89,0.84,0.77,0.81
24.285,91.605,0.89,0.84,0.76,0.8
24.285,91.615,0.88,0.83,0.76,0.8
24.285,91.625,0.88,0.84,0.76,0.8
24.285,91.635,0.88,0.82,0.75,0.79
24.285,91.645,0.87,0.81,0.74,0.78
24.285,91.655,0.87,0.81,0.74,0.77
24.285,91.665,0.87,0.82,0.75,0.78
24.285,91.675,0.87,0.82,0.75,0.77
24.285,91.685,0.87,0.82,0.75,0.77
24.285,91.695,0.87,0.81,0.74,0.77
24.285,91.705,0.86,0.81,0.74,0.77
24.285,91.715,0.86,0.8,0.75,0.77
24.285,91.725,0.86,0.82,0.75,0.77
24.285,91.735,0.86,0.8,0.76,0.78
24.285,91.745,0.86,0.81,0.76,0.78
24.285,91.755,0.86,0.82,0.76,0.78
24.285,91.765,0.87,0.82,0.76,0.79
24.285,91.775,0.86,0.82,0.76,0.78
24.285,91.785,0.86,0.81,0.75,0.78
24.285,91.795,0.86,0.81,0.75,0.78
24.285,91.805,0.86,0.81,0.75,0.77
24.285,91.815,0.86,0.79,0.75,0.77
24.285,91.825,0.85,0.8,0.74,0.76
24.285,91.835,0.84,0.8,0.74,0.76
24.285,91.845,0.84,0.79,0.74,0.75
24.285,91.855,0.84,0.79,0.74,0.76
24.285,91.865,0.84,0.79,0.75,0.76
24.285,91.875,0.85,0.81,0.75,0.76
24.285,91.885,0.85,0.8,0.75,0.76
24.285,91.895,0.85,0.8,0.76,0.77
24.285,91.905,0.86,0.81,0.77,0.77
24.285,91.915,0.86,0.81,0.77,0.77
24.285,91.925,0.86,0.8,0.77,0.76
24.285,91.935,0.86,0.81,0.76,0.76
24.295,88.725,0.8,0.74,0.63,0.71
24.295,88.735,0.81,0.74,0.63,0.72
24.295,88.745,0.81,0.75,0.64,0.72
24.295,88.755,0.9,0.85,0.76,0.82
24.295,88.765,0.9,0.87,0.77,0.83
24.295,88.775,0.91,0.87,0.78,0.83
24.295,88.785,0.91,0.87,0.78,0.84
24.295,88.795,0.92,0.87,0.79,0.84
24.295,88.805,0.92,0.87,0.79,0.84
24.295,88.815,0.92,0.88,0.79,0.84
24.295,88.825,0.92,0.87,0.79,0.84
24.295,88.835,0.92,0.88,0.79,0.84
24.295,88.845,0.92,0.88,0.79,0.84
24.295,88.855,0.92,0.88,0.79,0.84
24.295,88.865,0.92,0.88,0.8,0.85
24.295,88.875,0.92,0.89,0.8,0.84
24.295,88.885,0.92,0.88,0.8,0.84
24.295,88.895,0.92,0.88,0.8,0.84
24.295,88.905,0.92,0.88,0.8,0.84
24.295,88.915,0.92,0.88,0.8,0.84
24.295,88.925,0.92,0.88,0.8,0.84
24.295,88.935,0.92,0.88,0.8,0.84
24.295,88.945,0.92,0.88,0.8,0.84
24.295,88.955,0.92,0.88,0.81,0.84
24.295,88.965,0.93,0.89,0.81,0.85
24.295,88.975,0.93,0.89,0.81,0.85
24.295,88.985,0.93,0.89,0.81,0.85
24.295,88.995,0.93,0.88,0.82,0.85
24.295,89.005,0.93,0.88,0.82,0.85
24.295,89.015,0.93,0.89,0.81,0.85
24.295,89.025,0.93,0.88,0.81,0.85
24.295,89.035,0.92,0.88,0.81,0.84
24.295,89.045,0.92,0.88,0.81,0.84
24.295,89.055,0.92,0.88,0.81,0.85
24.295,89.065,0.93,0.88,0.82,0.85
24.295,89.075,0.93,0.88,0.82,0.85
24.295,89.085,0.93,0.89,0.82,0.86
24.295,89.095,0.93,0.88,0.83,0.86
24.295,89.105,0.93,0.88,0.83,0.86
24.295,89.115,0.93,0.89,0.83,0.86
24.295,89.125,0.93,0.88,0.83,0.86
24.295,89.135,0.93,0.89,0.83,0.86
24.295,89.145,0.93,0.88,0.84,0.86
24.295,89.155,0.93,0.89,0.84,0.86
24.295,89.165,0.93,0.89,0.84,0.86
24.295,89.175,0.93,0.89,0.83,0.86
24.295,89.185,0.93,0.89,0.83,0.86
24.295,89.195,0.93,0.89,0.84,0.86
24.295,89.205,0.93,0.89,0.84,0.86
24.295,89.215,0.93,0.89,0.84,0.86
24.295,89.225,0.92,0.88,0.84,0.85
24.295,89.235,0.92,0.88,0.83,0.85
24.295,89.245,0.92,0.88,0.84,0.85
24.295,89.255,0.92,0.88,0.84,0.85
24.295,89.265,0.92,0.88,0.84,0.85
24.295,89.275,0.92,0.88,0.84,0.84
24.295,89.285,0.91,0.89,0.84,0.85
24.295,89.295,0.91,0.87,0.84,0.85
24.295,89.305,0.91,0.87,0.83,0.85
24.295,89.315,0.91,0.88,0.83,0.85
24.295,89.325,0.91,0.88,0.83,0.85
24.295,89.335,0.91,0.88,0.84,0.84
24.295,89.345,0.91,0.87,0.84,0.84
24.295,89.355,0.91,0.88,0.85,0.85
24.295,89.365,0.92,0.89,0.84,0.86
24.295,89.375,0.92,0.89,0.84,0.86
24.295,89.385,0.92,0.89,0.84,0.86
24.295,89.395,0.91,0.88,0.83,0.85
24.295,89.405,0.91,0.89,0.82,0.86
24.295,89.415,0.91,0.89,0.82,0.86
24.295,89.425,0.91,0.89,0.83,0.86
24.295,89.435,0.91,0.88,0.84,0.85
24.295,89.445,0.91,0.88,0.84,0.85
24.295,89.455,0.91,0.89,0.83,0.85
24.295,89.465,0.92,0.88,0.83,0.86
24.295,89.475,0.92,0.89,0.82,0.86
24.295,89.485,0.92,0.9,0.83,0.87
24.295,89.495,0.92,0.9,0.83,0.86
24.295,89.505,0.92,0.89,0.84,0.87
24.295,89.515,0.92,0.89,0.83,0.86
24.295,89.525,0.92,0.89,0.83,0.86
24.295,89.535,0.92,0.89,0.83,0.86
24.295,89.545,0.92,0.89,0.83,0.86
24.295,89.555,0.92,0.89,0.83,0.86
24.295,89.565,0.92,0.89,0.83,0.86
24.295,89.575,0.92,0.9,0.83,0.86
24.295,89.585,0.91,0.9,0.83,0.86
24.295,89.595,0.91,0.89,0.82,0.86
24.295,89.605,0.91,0.88,0.83,0.86
24.295,89.615,0.92,0.9,0.83,0.86
24.295,89.625,0.92,0.89,0.83,0.86
24.295,89.635,0.92,0.89,0.83,0.86
24.295,89.645,0.92,0.9,0.83,0.86
24.295,89.655,0.92,0.9,0.83,0.86
24.295,89.665,0.92,0.89,0.83,0.86
24.295,89.675,0.92,0.89,0.83,0.86
24.295,89.685,0.92,0.89,0.83,0.86
24.295,89.695,0.92,0.9,0.83,0.86
24.295,89.705,0.8,0.78,0.69,0.74
24.295,89.715,0.79,0.75,0.67,0.73
24.295,89.725,0.79,0.76,0.67,0.72
24.295,89.735,0.79,0.77,0.68,0.73
24.295,89.745,0.79,0.75,0.67,0.74
24.295,89.755,0.79,0.77,0.67,0.75
24.295,89.765,0.79,0.76,0.68,0.74
24.295,89.775,0.78,0.76,0.69,0.7
24.295,89.785,0.78,0.76,0.67,0.71
24.295,89.795,0.76,0.73,0.63,0.69
24.295,89.805,0.9,0.87,0.8,0.85
24.295,89.815,0.91,0.88,0.81,0.85
24.295,89.825,0.91,0.89,0.83,0.86
24.295,89.835,0.91,0.9,0.84,0.87
24.295,89.845,0.92,0.9,0.84,0.87
24.295,89.855,0.92,0.9,0.83,0.87
24.295,89.865,0.92,0.9,0.83,0.87
24.295,89.875,0.92,0.9,0.83,0.87
24.295,89.885,0.93,0.9,0.83,0.87
24.295,89.895,0.93,0.9,0.83,0.87
24.295,89.905,0.93,0.9,0.83,0.87
24.295,89.915,0.93,0.9,0.83,0.87
24.295,89.925,0.92,0.9,0.82,0.87
24.295,89.935,0.92,0.89,0.82,0.86
24.295,89.945,0.92,0.89,0.81,0.86
24.295,89.955,0.92,0.89,0.81,0.86
24.295,89.965,0.92,0.89,0.82,0.87
24.295,89.975,0.92,0.91,0.82,0.87
24.295,89.985,0.92,0.9,0.82,0.87
24.295,89.995,0.92,0.89,0.81,0.87
24.295,90.005,0.92,0.9,0.82,0.87
24.295,90.015,0.92,0.91,0.82,0.87
24.295,90.025,0.92,0.89,0.82,0.87
24.295,90.035,0.92,0.9,0.82,0.87
24.295,90.045,0.92,0.89,0.82,0.85
24.295,90.055,0.92,0.89,0.82,0.85
24.295,90.065,0.92,0.89,0.82,0.86
24.295,90.075,0.92,0.89,0.82,0.86
24.295,90.085,0.92,0.9,0.83,0.87
24.295,90.095,0.92,0.9,0.83,0.87
24.295,90.105,0.92,0.91,0.83,0.87
24.295,90.115,0.92,0.9,0.84,0.88
24.295,90.125,0.92,0.9,0.84,0.88
24.295,90.135,0.93,0.9,0.84,0.88
24.295,90.145,0.93,0.91,0.84,0.88
24.295,90.155,0.93,0.9,0.84,0.88
24.295,90.165,0.93,0.9,0.84,0.88
24.295,90.175,0.93,0.9,0.84,0.88
24.295,90.185,0.93,0.9,0.85,0.88
24.295,90.195,0.93,0.9,0.85,0.88
24.295,90.205,0.93,0.91,0.85,0.88
24.295,90.215,0.93,0.9,0.84,0.88
24.295,90.225,0.92,0.89,0.84,0.88
24.295,90.235,0.92,0.89,0.83,0.88
24.295,90.245,0.92,0.92,0.84,0.87
24.295,90.255,0.92,0.9,0.85,0.88
24.295,90.265,0.93,0.9,0.85,0.87
24.295,90.275,0.92,0.9,0.84,0.87
24.295,90.285,0.92,0.89,0.84,0.87
24.295,90.295,0.92,0.9,0.84,0.87
24.295,90.305,0.93,0.91,0.84,0.87
24.295,90.315,0.93,0.89,0.84,0.87
24.295,90.325,0.93,0.9,0.84,0.87
24.295,90.335,0.92,0.91,0.84,0.87
24.295,90.345,0.93,0.9,0.84,0.87
24.295,90.355,0.93,0.9,0.84,0.87
