latitude,longitude,gnn+lstm,gnn,cnn+lstm,cnn
20.595,92.335,0.74,0.8,0.76,0.71
20.625,92.325,0.7,0.78,0.77,0.74
20.745,92.335,0.71,0.74,0.75,0.74
20.745,92.345,0.72,0.74,0.75,0.75
20.755,92.325,0.7,0.75,0.75,0.74
20.755,92.335,0.71,0.76,0.76,0.76
20.755,92.345,0.68,0.74,0.75,0.76
20.765,92.315,0.72,0.76,0.75,0.73
20.765,92.325,0.67,0.74,0.74,0.73
20.765,92.335,0.68,0.75,0.73,0.74
20.775,92.315,0.72,0.77,0.75,0.73
20.775,92.325,0.69,0.75,0.74,0.72
20.775,92.335,0.69,0.75,0.74,0.73
20.785,92.305,0.73,0.76,0.75,0.73
20.785,92.315,0.73,0.76,0.75,0.73
20.785,92.325,0.71,0.76,0.74,0.72
20.785,92.335,0.72,0.76,0.73,0.73
20.795,92.305,0.7,0.75,0.74,0.73
20.795,92.315,0.7,0.75,0.74,0.73
20.795,92.325,0.72,0.77,0.75,0.73
20.805,92.295,0.68,0.73,0.73,0.71
20.805,92.305,0.66,0.73,0.72,0.71
20.805,92.315,0.65,0.71,0.72,0.7
20.805,92.325,0.61,0.68,0.67,0.64
20.815,92.295,0.65,0.73,0.72,0.72
20.815,92.305,0.66,0.72,0.72,0.71
20.815,92.315,0.65,0.71,0.71,0.7
20.815,92.325,0.56,0.63,0.58,0.54
20.825,92.285,0.65,0.71,0.72,0.71
20.825,92.295,0.66,0.72,0.72,0.71
20.825,92.305,0.66,0.73,0.72,0.71
20.825,92.315,0.67,0.72,0.72,0.71
20.825,92.325,0.65,0.7,0.66,0.64
20.835,92.285,0.65,0.71,0.72,0.72
20.835,92.295,0.65,0.71,0.72,0.72
20.835,92.305,0.65,0.7,0.73,0.72
20.835,92.315,0.67,0.73,0.72,0.72
20.845,92.275,0.66,0.73,0.73,0.72
20.845,92.285,0.65,0.71,0.72,0.72
20.845,92.295,0.65,0.71,0.72,0.72
20.845,92.305,0.65,0.71,0.74,0.74
20.845,92.315,0.66,0.72,0.73,0.72
20.855,92.275,0.83,0.78,0.74,0.79
20.855,92.285,0.82,0.78,0.73,0.79
20.855,92.295,0.83,0.77,0.73,0.79
20.855,92.305,0.68,0.7,0.73,0.74
20.855,92.315,0.7,0.72,0.72,0.72
20.865,92.265,0.83,0.78,0.73,0.78
20.865,92.275,0.83,0.79,0.74,0.79
20.865,92.285,0.83,0.79,0.73,0.79
20.865,92.295,0.83,0.78,0.73,0.79
20.865,92.305,0.64,0.69,0.7,0.7
20.875,92.255,0.83,0.79,0.73,0.78
20.875,92.265,0.83,0.78,0.73,0.78
20.875,92.275,0.84,0.79,0.74,0.79
20.875,92.285,0.84,0.78,0.74,0.8
20.875,92.295,0.83,0.78,0.74,0.8
20.875,92.305,0.64,0.67,0.72,0.71
20.885,92.255,0.83,0.79,0.73,0.78
20.885,92.265,0.84,0.79,0.73,0.78
20.885,92.275,0.84,0.79,0.74,0.79
20.885,92.285,0.84,0.8,0.75,0.8
20.885,92.295,0.83,0.78,0.75,0.81
20.895,92.245,0.66,0.73,0.74,0.73
20.895,92.255,0.83,0.79,0.73,0.79
20.895,92.265,0.84,0.8,0.73,0.79
20.895,92.275,0.84,0.8,0.75,0.8
20.895,92.285,0.84,0.8,0.76,0.81
20.905,92.235,0.66,0.69,0.72,0.72
20.905,92.245,0.65,0.72,0.72,0.72
20.905,92.255,0.66,0.71,0.73,0.73
20.905,92.265,0.67,0.71,0.73,0.74
20.905,92.275,0.63,0.7,0.72,0.74
20.905,92.285,0.59,0.67,0.69,0.7
20.915,92.235,0.64,0.69,0.72,0.73
20.915,92.245,0.66,0.7,0.72,0.73
20.915,92.255,0.66,0.7,0.72,0.73
20.915,92.265,0.66,0.71,0.73,0.74
20.925,92.225,0.62,0.68,0.72,0.73
20.925,92.235,0.63,0.69,0.72,0.73
20.925,92.245,0.65,0.69,0.72,0.73
20.925,92.255,0.66,0.72,0.72,0.73
20.925,92.265,0.64,0.69,0.71,0.72
20.935,92.225,0.63,0.7,0.72,0.73
20.935,92.235,0.63,0.67,0.72,0.72
20.935,92.245,0.63,0.7,0.72,0.72
20.935,92.255,0.64,0.69,0.72,0.72
20.935,92.265,0.64,0.69,0.71,0.73
20.945,92.215,0.62,0.69,0.73,0.74
20.945,92.225,0.62,0.68,0.72,0.73
20.945,92.235,0.62,0.67,0.71,0.72
20.945,92.245,0.62,0.68,0.72,0.72
20.945,92.255,0.63,0.69,0.72,0.73
20.945,92.265,0.64,0.7,0.73,0.74
20.955,92.215,0.83,0.79,0.73,0.79
20.955,92.225,0.83,0.78,0.72,0.78
20.955,92.235,0.82,0.77,0.71,0.77
20.955,92.245,0.83,0.77,0.73,0.79
20.955,92.255,0.65,0.7,0.74,0.74
20.965,92.205,0.83,0.79,0.73,0.79
20.965,92.215,0.83,0.79,0.73,0.79
20.965,92.225,0.83,0.77,0.71,0.78
20.965,92.235,0.83,0.76,0.71,0.77
20.965,92.245,0.83,0.78,0.73,0.79
20.965,92.255,0.66,0.69,0.73,0.73
20.965,92.265,0.69,0.72,0.74,0.74
20.975,92.205,0.84,0.8,0.73,0.79
20.975,92.215,0.84,0.8,0.73,0.79
20.975,92.225,0.83,0.78,0.72,0.78
20.975,92.235,0.83,0.77,0.71,0.78
20.975,92.245,0.83,0.77,0.72,0.78
20.975,92.255,0.67,0.7,0.73,0.73
20.975,92.265,0.7,0.74,0.74,0.75
20.985,92.205,0.84,0.79,0.73,0.79
20.985,92.215,0.84,0.79,0.73,0.79
20.985,92.225,0.83,0.78,0.72,0.79
20.985,92.235,0.83,0.77,0.72,0.79
20.985,92.245,0.84,0.77,0.73,0.79
20.985,92.255,0.68,0.7,0.73,0.73
20.995,92.195,0.62,0.67,0.72,0.73
20.995,92.205,0.84,0.8,0.73,0.79
20.995,92.215,0.84,0.79,0.73,0.79
20.995,92.225,0.84,0.78,0.73,0.79
20.995,92.235,0.83,0.77,0.73,0.79
20.995,92.245,0.84,0.79,0.75,0.8
20.995,92.255,0.67,0.69,0.73,0.73
21.005,92.195,0.62,0.69,0.72,0.73
21.005,92.205,0.84,0.79,0.73,0.79
21.005,92.215,0.84,0.79,0.73,0.79
21.005,92.225,0.83,0.78,0.73,0.79
21.005,92.235,0.83,0.78,0.73,0.8
21.005,92.245,0.84,0.78,0.74,0.81
21.005,92.255,0.67,0.7,0.72,0.73
21.015,92.185,0.63,0.68,0.72,0.74
21.015,92.195,0.61,0.65,0.71,0.73
21.015,92.205,0.84,0.79,0.73,0.79
21.015,92.215,0.84,0.78,0.72,0.79
21.015,92.225,0.84,0.79,0.72,0.79
21.015,92.235,0.83,0.79,0.74,0.8
21.015,92.245,0.84,0.78,0.74,0.81
21.015,92.255,0.65,0.67,0.72,0.73
21.025,92.185,0.61,0.68,0.72,0.74
21.025,92.195,0.6,0.66,0.71,0.72
21.025,92.205,0.84,0.79,0.73,0.79
21.025,92.215,0.84,0.79,0.72,0.79
21.025,92.225,0.83,0.79,0.72,0.79
21.025,92.235,0.83,0.78,0.73,0.8
21.025,92.245,0.84,0.78,0.75,0.81
21.025,92.255,0.63,0.66,0.7,0.7
21.035,92.175,0.62,0.68,0.73,0.74
21.035,92.185,0.6,0.66,0.71,0.73
21.035,92.195,0.59,0.64,0.7,0.72
21.035,92.205,0.84,0.79,0.72,0.79
21.035,92.215,0.83,0.78,0.72,0.78
21.035,92.225,0.83,0.77,0.72,0.79
21.035,92.235,0.84,0.79,0.74,0.81
21.035,92.245,0.84,0.8,0.75,0.82
21.035,92.255,0.63,0.66,0.7,0.71
21.045,92.165,0.64,0.69,0.74,0.75
21.045,92.175,0.61,0.68,0.72,0.74
21.045,92.185,0.6,0.67,0.71,0.73
21.045,92.195,0.6,0.65,0.7,0.72
21.045,92.205,0.83,0.78,0.71,0.78
21.045,92.215,0.83,0.78,0.72,0.79
21.045,92.225,0.84,0.78,0.74,0.8
21.045,92.235,0.84,0.8,0.75,0.82
21.045,92.245,0.85,0.81,0.76,0.83
21.045,92.255,0.66,0.69,0.72,0.72
21.055,92.155,0.84,0.79,0.73,0.79
21.055,92.165,0.85,0.8,0.73,0.79
21.055,92.175,0.85,0.79,0.73,0.79
21.055,92.185,0.85,0.8,0.73,0.79
21.055,92.195,0.84,0.79,0.72,0.78
21.055,92.205,0.83,0.78,0.71,0.78
21.055,92.215,0.83,0.78,0.72,0.79
21.055,92.225,0.84,0.79,0.74,0.81
21.055,92.235,0.85,0.81,0.76,0.82
21.055,92.245,0.86,0.83,0.76,0.83
21.055,92.255,0.87,0.82,0.76,0.83
21.055,92.265,0.84,0.8,0.74,0.81
21.065,92.145,0.65,0.72,0.74,0.75
21.065,92.155,0.85,0.79,0.73,0.79
21.065,92.165,0.85,0.8,0.73,0.79
21.065,92.175,0.85,0.79,0.73,0.79
21.065,92.185,0.85,0.79,0.73,0.8
21.065,92.195,0.85,0.79,0.72,0.79
21.065,92.205,0.84,0.79,0.72,0.79
21.065,92.215,0.84,0.78,0.73,0.8
21.065,92.225,0.85,0.79,0.75,0.81
21.065,92.235,0.86,0.81,0.76,0.83
21.065,92.245,0.86,0.82,0.76,0.83
21.065,92.255,0.86,0.81,0.76,0.83
21.065,92.265,0.84,0.8,0.74,0.82
21.075,92.135,0.65,0.71,0.74,0.75
21.075,92.145,0.64,0.71,0.74,0.75
21.075,92.155,0.85,0.8,0.73,0.79
21.075,92.165,0.86,0.8,0.73,0.79
21.075,92.175,0.85,0.8,0.73,0.79
21.075,92.185,0.85,0.79,0.72,0.79
21.075,92.195,0.84,0.78,0.72,0.79
21.075,92.205,0.84,0.8,0.72,0.8
21.075,92.215,0.84,0.79,0.73,0.81
21.075,92.225,0.85,0.81,0.75,0.82
21.075,92.235,0.86,0.82,0.76,0.83
21.075,92.245,0.87,0.82,0.76,0.83
21.075,92.255,0.85,0.82,0.75,0.82
21.085,92.125,0.66,0.71,0.74,0.76
21.085,92.135,0.64,0.7,0.73,0.75
21.085,92.145,0.63,0.7,0.73,0.74
21.085,92.155,0.85,0.8,0.73,0.79
21.085,92.165,0.86,0.8,0.73,0.79
21.085,92.175,0.85,0.8,0.73,0.8
21.085,92.185,0.84,0.79,0.72,0.79
21.085,92.195,0.84,0.79,0.72,0.79
21.085,92.205,0.84,0.8,0.73,0.8
21.085,92.215,0.85,0.8,0.75,0.82
21.085,92.225,0.86,0.81,0.76,0.83
21.085,92.235,0.86,0.82,0.76,0.82
21.085,92.245,0.86,0.81,0.76,0.83
21.095,92.125,0.63,0.71,0.74,0.75
21.095,92.135,0.62,0.69,0.73,0.74
21.095,92.145,0.63,0.69,0.73,0.74
21.095,92.155,0.85,0.79,0.73,0.79
21.095,92.165,0.85,0.79,0.73,0.79
21.095,92.175,0.85,0.8,0.73,0.8
21.095,92.185,0.85,0.79,0.73,0.8
21.095,92.195,0.84,0.79,0.73,0.8
21.095,92.205,0.84,0.79,0.74,0.81
21.095,92.215,0.86,0.8,0.75,0.82
21.095,92.225,0.87,0.83,0.76,0.83
21.095,92.235,0.87,0.82,0.75,0.82
21.105,92.115,0.84,0.79,0.73,0.78
21.105,92.125,0.85,0.79,0.73,0.78
21.105,92.135,0.85,0.78,0.72,0.78
21.105,92.145,0.85,0.79,0.73,0.79
21.105,92.155,0.85,0.8,0.73,0.79
21.105,92.165,0.85,0.78,0.73,0.8
21.105,92.175,0.85,0.79,0.74,0.8
21.105,92.185,0.85,0.8,0.74,0.81
21.105,92.195,0.85,0.8,0.74,0.81
21.105,92.205,0.85,0.81,0.75,0.82
21.105,92.215,0.85,0.8,0.74,0.81
21.105,92.225,0.86,0.81,0.74,0.81
21.115,92.105,0.85,0.79,0.72,0.77
21.115,92.115,0.85,0.79,0.72,0.78
21.115,92.125,0.85,0.79,0.72,0.78
21.115,92.135,0.86,0.79,0.73,0.79
21.115,92.145,0.86,0.8,0.73,0.79
21.115,92.155,0.86,0.8,0.73,0.8
21.115,92.165,0.85,0.8,0.73,0.8
21.115,92.175,0.85,0.8,0.74,0.8
21.115,92.185,0.85,0.79,0.74,0.81
21.115,92.195,0.85,0.79,0.74,0.81
21.115,92.205,0.85,0.8,0.74,0.81
21.115,92.215,0.85,0.79,0.73,0.8
21.115,92.225,0.85,0.8,0.73,0.81
21.125,92.095,0.65,0.71,0.75,0.76
21.125,92.105,0.85,0.8,0.73,0.78
21.125,92.115,0.86,0.81,0.73,0.78
21.125,92.125,0.86,0.8,0.73,0.78
21.125,92.135,0.86,0.81,0.72,0.79
21.125,92.145,0.86,0.81,0.73,0.79
21.125,92.155,0.86,0.8,0.74,0.8
21.125,92.165,0.86,0.81,0.74,0.81
21.125,92.175,0.86,0.8,0.74,0.81
21.125,92.185,0.85,0.79,0.74,0.81
21.125,92.195,0.85,0.79,0.74,0.81
21.135,92.085,0.65,0.72,0.74,0.76
21.135,92.095,0.65,0.71,0.75,0.76
21.135,92.105,0.85,0.8,0.73,0.79
21.135,92.115,0.86,0.8,0.73,0.79
21.135,92.125,0.85,0.8,0.72,0.78
21.135,92.135,0.85,0.79,0.72,0.79
21.135,92.145,0.86,0.81,0.73,0.79
21.135,92.155,0.86,0.8,0.73,0.8
21.135,92.165,0.86,0.81,0.74,0.81
21.135,92.175,0.86,0.81,0.75,0.82
21.135,92.185,0.86,0.81,0.75,0.82
21.135,92.195,0.86,0.81,0.74,0.81
21.145,92.075,0.65,0.7,0.75,0.77
21.145,92.085,0.64,0.71,0.74,0.76
21.145,92.095,0.64,0.71,0.74,0.76
21.145,92.105,0.85,0.79,0.72,0.78
21.145,92.115,0.85,0.79,0.72,0.78
21.145,92.125,0.85,0.79,0.72,0.78
21.145,92.135,0.85,0.79,0.72,0.78
21.145,92.145,0.86,0.79,0.73,0.79
21.145,92.155,0.86,0.8,0.74,0.8
21.145,92.165,0.86,0.8,0.75,0.81
21.145,92.175,0.86,0.82,0.75,0.82
21.145,92.185,0.87,0.82,0.75,0.81
21.145,92.195,0.87,0.82,0.74,0.81
21.145,92.205,0.86,0.8,0.74,0.81
21.155,92.065,0.84,0.79,0.72,0.76
21.155,92.075,0.85,0.8,0.73,0.77
21.155,92.085,0.85,0.79,0.73,0.78
21.155,92.095,0.85,0.79,0.73,0.78
21.155,92.105,0.85,0.79,0.72,0.78
21.155,92.115,0.85,0.78,0.71,0.77
21.155,92.125,0.84,0.79,0.71,0.78
21.155,92.135,0.85,0.79,0.72,0.79
21.155,92.145,0.85,0.8,0.73,0.8
21.155,92.155,0.86,0.8,0.74,0.81
21.155,92.165,0.86,0.8,0.75,0.81
21.155,92.175,0.87,0.8,0.74,0.81
21.155,92.185,0.86,0.81,0.74,0.81
21.155,92.195,0.86,0.81,0.74,0.81
21.165,92.065,0.85,0.8,0.74,0.78
21.165,92.075,0.85,0.79,0.72,0.77
21.165,92.085,0.85,0.79,0.72,0.77
21.165,92.095,0.85,0.79,0.72,0.77
21.165,92.105,0.85,0.8,0.72,0.78
21.165,92.115,0.85,0.77,0.71,0.78
21.165,92.125,0.85,0.79,0.72,0.78
21.165,92.135,0.85,0.79,0.73,0.79
21.165,92.145,0.86,0.8,0.74,0.8
21.165,92.155,0.86,0.8,0.75,0.81
21.165,92.165,0.86,0.81,0.75,0.82
21.165,92.175,0.86,0.81,0.75,0.81
21.175,92.055,0.85,0.81,0.74,0.79
21.175,92.065,0.85,0.8,0.73,0.78
21.175,92.075,0.85,0.8,0.72,0.77
21.175,92.085,0.85,0.79,0.72,0.77
21.175,92.095,0.85,0.79,0.72,0.77
21.175,92.105,0.85,0.78,0.72,0.78
21.175,92.115,0.85,0.79,0.72,0.78
21.175,92.125,0.86,0.79,0.73,0.79
21.175,92.135,0.86,0.8,0.73,0.8
21.175,92.145,0.86,0.8,0.74,0.81
21.175,92.155,0.86,0.8,0.74,0.81
21.175,92.165,0.86,0.8,0.74,0.81
21.175,92.175,0.86,0.81,0.74,0.81
21.185,92.055,0.85,0.8,0.74,0.79
21.185,92.065,0.85,0.8,0.73,0.78
21.185,92.075,0.85,0.79,0.72,0.77
21.185,92.085,0.85,0.79,0.72,0.77
21.185,92.095,0.85,0.78,0.72,0.77
21.185,92.105,0.86,0.79,0.72,0.78
21.185,92.115,0.86,0.8,0.73,0.79
21.185,92.125,0.86,0.8,0.73,0.8
21.185,92.135,0.86,0.81,0.74,0.8
21.185,92.145,0.86,0.8,0.74,0.81
21.185,92.155,0.86,0.81,0.74,0.81
21.185,92.165,0.86,0.8,0.74,0.81
21.185,92.175,0.86,0.81,0.73,0.81
21.195,92.055,0.84,0.8,0.73,0.78
21.195,92.065,0.85,0.81,0.73,0.78
21.195,92.075,0.85,0.8,0.72,0.77
21.195,92.085,0.85,0.79,0.72,0.77
21.195,92.095,0.85,0.79,0.72,0.78
21.195,92.105,0.85,0.79,0.72,0.78
21.195,92.115,0.86,0.79,0.73,0.8
21.195,92.125,0.86,0.81,0.74,0.8
21.195,92.135,0.87,0.8,0.74,0.81
21.195,92.145,0.87,0.82,0.75,0.81
21.195,92.155,0.86,0.81,0.74,0.81
21.195,92.165,0.86,0.81,0.74,0.81
21.195,92.175,0.86,0.8,0.73,0.81
21.195,92.185,0.86,0.81,0.74,0.81
21.205,92.055,0.84,0.79,0.72,0.78
21.205,92.065,0.85,0.8,0.72,0.77
21.205,92.075,0.86,0.79,0.72,0.77
21.205,92.085,0.85,0.79,0.72,0.77
21.205,92.095,0.85,0.79,0.72,0.78
21.205,92.105,0.86,0.79,0.72,0.78
21.205,92.115,0.86,0.79,0.73,0.79
21.205,92.125,0.86,0.81,0.73,0.8
21.205,92.135,0.87,0.81,0.74,0.81
21.205,92.145,0.86,0.82,0.74,0.81
21.205,92.155,0.86,0.81,0.74,0.81
21.205,92.165,0.86,0.81,0.74,0.81
21.205,92.175,0.86,0.8,0.74,0.81
21.205,92.185,0.86,0.81,0.74,0.81
21.205,92.195,0.86,0.81,0.74,0.82
21.205,92.205,0.87,0.82,0.74,0.82
21.215,92.055,0.84,0.78,0.72,0.77
21.215,92.065,0.85,0.8,0.72,0.77
21.215,92.075,0.86,0.8,0.72,0.78
21.215,92.085,0.86,0.8,0.72,0.78
21.215,92.095,0.86,0.8,0.72,0.78
21.215,92.105,0.86,0.79,0.72,0.79
21.215,92.115,0.86,0.8,0.72,0.79
21.215,92.125,0.86,0.8,0.73,0.8
21.215,92.135,0.86,0.81,0.74,0.8
21.215,92.145,0.86,0.81,0.74,0.81
21.215,92.155,0.86,0.8,0.74,0.81
21.215,92.165,0.86,0.81,0.73,0.81
21.215,92.175,0.86,0.81,0.73,0.81
21.215,92.185,0.86,0.81,0.74,0.82
21.215,92.195,0.87,0.82,0.75,0.82
21.215,92.205,0.87,0.81,0.74,0.82
21.225,92.055,0.84,0.79,0.72,0.77
21.225,92.065,0.85,0.8,0.72,0.78
21.225,92.075,0.86,0.8,0.72,0.78
21.225,92.085,0.86,0.8,0.72,0.78
21.225,92.095,0.86,0.8,0.72,0.79
21.225,92.105,0.86,0.8,0.72,0.79
21.225,92.115,0.86,0.79,0.72,0.79
21.225,92.125,0.86,0.8,0.73,0.8
21.225,92.135,0.86,0.81,0.74,0.8
21.225,92.145,0.86,0.81,0.74,0.81
21.225,92.155,0.86,0.81,0.74,0.81
21.225,92.165,0.86,0.81,0.74,0.81
21.225,92.175,0.86,0.81,0.73,0.81
21.225,92.185,0.86,0.81,0.74,0.81
21.225,92.195,0.87,0.83,0.75,0.82
21.225,92.205,0.86,0.82,0.74,0.82
21.225,92.215,0.86,0.82,0.74,0.81
21.235,92.055,0.84,0.79,0.71,0.76
21.235,92.065,0.85,0.79,0.72,0.77
21.235,92.075,0.85,0.79,0.72,0.78
21.235,92.085,0.86,0.79,0.72,0.78
21.235,92.095,0.86,0.8,0.72,0.79
21.235,92.105,0.86,0.8,0.72,0.79
21.235,92.115,0.86,0.81,0.73,0.79
21.235,92.125,0.86,0.8,0.74,0.8
21.235,92.135,0.86,0.81,0.74,0.81
21.235,92.145,0.86,0.81,0.74,0.81
21.235,92.155,0.86,0.81,0.74,0.81
21.235,92.165,0.86,0.8,0.73,0.8
21.235,92.175,0.86,0.8,0.73,0.81
21.235,92.185,0.86,0.81,0.73,0.81
21.235,92.195,0.87,0.81,0.74,0.81
21.235,92.205,0.87,0.81,0.74,0.82
21.235,92.215,0.86,0.81,0.74,0.81
21.245,92.055,0.84,0.78,0.71,0.76
21.245,92.065,0.84,0.78,0.7,0.76
21.245,92.075,0.85,0.79,0.71,0.77
21.245,92.085,0.85,0.79,0.71,0.78
21.245,92.095,0.85,0.79,0.71,0.78
21.245,92.105,0.86,0.8,0.72,0.78
21.245,92.115,0.86,0.8,0.73,0.79
21.245,92.125,0.87,0.81,0.74,0.81
21.245,92.135,0.87,0.82,0.75,0.81
21.245,92.145,0.87,0.82,0.75,0.81
21.245,92.155,0.87,0.81,0.74,0.81
21.245,92.165,0.86,0.82,0.73,0.81
21.245,92.175,0.86,0.81,0.73,0.81
21.245,92.185,0.86,0.8,0.73,0.81
21.245,92.195,0.86,0.81,0.74,0.81
21.245,92.205,0.87,0.81,0.74,0.82
21.245,92.605,0.74,0.69,0.6,0.61
21.245,92.615,0.73,0.7,0.59,0.59
21.255,92.055,0.85,0.8,0.72,0.78
21.255,92.065,0.85,0.79,0.71,0.77
21.255,92.075,0.85,0.78,0.7,0.76
21.255,92.085,0.85,0.78,0.7,0.76
21.255,92.095,0.85,0.79,0.71,0.77
21.255,92.105,0.86,0.8,0.72,0.79
21.255,92.115,0.86,0.8,0.73,0.79
21.255,92.125,0.87,0.81,0.74,0.8
21.255,92.135,0.87,0.81,0.75,0.81
21.255,92.145,0.87,0.81,0.75,0.81
21.255,92.155,0.87,0.81,0.74,0.81
21.255,92.165,0.87,0.81,0.74,0.81
21.255,92.175,0.86,0.81,0.73,0.81
21.255,92.185,0.86,0.81,0.73,0.81
21.255,92.195,0.86,0.81,0.73,0.81
21.255,92.205,0.86,0.81,0.74,0.81
21.255,92.215,0.87,0.82,0.74,0.81
21.255,92.605,0.74,0.71,0.59,0.6
21.255,92.615,0.72,0.69,0.58,0.58
21.255,92.625,0.71,0.68,0.57,0.57
21.265,92.055,0.85,0.79,0.72,0.78
21.265,92.065,0.85,0.79,0.71,0.77
21.265,92.075,0.85,0.78,0.7,0.76
21.265,92.085,0.85,0.79,0.7,0.76
21.265,92.095,0.86,0.79,0.71,0.77
21.265,92.105,0.86,0.81,0.73,0.79
21.265,92.115,0.87,0.81,0.74,0.8
21.265,92.125,0.87,0.8,0.74,0.81
21.265,92.135,0.87,0.82,0.75,0.81
21.265,92.145,0.87,0.81,0.74,0.81
21.265,92.155,0.87,0.81,0.74,0.81
21.265,92.165,0.87,0.81,0.74,0.81
21.265,92.175,0.86,0.8,0.73,0.81
21.265,92.185,0.86,0.8,0.73,0.8
21.265,92.195,0.86,0.81,0.73,0.81
21.265,92.205,0.86,0.81,0.73,0.81
21.265,92.215,0.86,0.82,0.73,0.81
21.265,92.595,0.74,0.7,0.59,0.61
21.265,92.605,0.73,0.7,0.58,0.6
21.265,92.615,0.72,0.7,0.57,0.58
21.265,92.625,0.71,0.68,0.56,0.56
21.275,92.055,0.85,0.8,0.72,0.78
21.275,92.065,0.85,0.8,0.71,0.77
21.275,92.075,0.85,0.8,0.71,0.77
21.275,92.085,0.86,0.79,0.71,0.77
21.275,92.095,0.86,0.8,0.72,0.78
21.275,92.105,0.87,0.81,0.73,0.79
21.275,92.115,0.87,0.81,0.74,0.8
21.275,92.125,0.87,0.81,0.74,0.81
21.275,92.135,0.87,0.81,0.74,0.81
21.275,92.145,0.87,0.81,0.74,0.81
21.275,92.155,0.86,0.81,0.73,0.81
21.275,92.165,0.86,0.81,0.73,0.81
21.275,92.175,0.86,0.8,0.73,0.8
21.275,92.185,0.86,0.8,0.73,0.8
21.275,92.195,0.86,0.81,0.73,0.81
21.275,92.205,0.86,0.81,0.73,0.8
21.275,92.215,0.86,0.82,0.73,0.8
21.275,92.595,0.73,0.69,0.59,0.6
21.275,92.605,0.72,0.69,0.58,0.59
21.275,92.615,0.71,0.68,0.57,0.57
21.275,92.625,0.7,0.66,0.56,0.56
21.275,92.635,0.7,0.67,0.55,0.54
21.275,92.645,0.68,0.65,0.54,0.54
21.275,92.655,0.67,0.64,0.52,0.52
21.285,92.055,0.85,0.79,0.71,0.77
21.285,92.065,0.86,0.8,0.71,0.78
21.285,92.075,0.86,0.8,0.71,0.77
21.285,92.085,0.86,0.79,0.72,0.78
21.285,92.095,0.86,0.81,0.72,0.79
21.285,92.105,0.87,0.81,0.73,0.79
21.285,92.115,0.87,0.81,0.74,0.8
21.285,92.125,0.87,0.82,0.75,0.81
21.285,92.135,0.87,0.81,0.75,0.81
21.285,92.145,0.87,0.82,0.75,0.81
21.285,92.155,0.87,0.82,0.74,0.81
21.285,92.165,0.86,0.8,0.73,0.81
21.285,92.175,0.86,0.81,0.73,0.81
21.285,92.185,0.86,0.81,0.73,0.8
21.285,92.195,0.86,0.81,0.73,0.8
21.285,92.205,0.86,0.81,0.73,0.8
21.285,92.595,0.73,0.7,0.59,0.6
21.285,92.605,0.72,0.67,0.58,0.59
21.285,92.615,0.71,0.66,0.57,0.57
21.285,92.625,0.7,0.67,0.56,0.56
21.285,92.635,0.69,0.65,0.55,0.55
21.285,92.645,0.68,0.66,0.55,0.54
21.285,92.655,0.67,0.63,0.53,0.53
21.285,92.665,0.65,0.61,0.52,0.51
21.285,92.675,0.65,0.6,0.52,0.51
21.295,92.055,0.85,0.8,0.72,0.78
21.295,92.065,0.85,0.8,0.71,0.77
21.295,92.075,0.85,0.8,0.7,0.77
21.295,92.085,0.86,0.79,0.71,0.78
21.295,92.095,0.86,0.81,0.72,0.79
21.295,92.105,0.86,0.81,0.72,0.79
21.295,92.115,0.86,0.81,0.73,0.8
21.295,92.125,0.87,0.81,0.74,0.8
21.295,92.135,0.87,0.82,0.74,0.81
21.295,92.145,0.87,0.81,0.74,0.81
21.295,92.155,0.87,0.81,0.74,0.81
21.295,92.165,0.86,0.81,0.73,0.81
21.295,92.175,0.86,0.81,0.73,0.81
21.295,92.185,0.86,0.82,0.73,0.81
21.295,92.195,0.86,0.8,0.73,0.8
21.295,92.205,0.86,0.81,0.72,0.8
21.295,92.595,0.73,0.71,0.59,0.6
21.295,92.605,0.72,0.68,0.58,0.59
21.295,92.615,0.71,0.69,0.57,0.57
21.295,92.625,0.7,0.66,0.56,0.56
21.295,92.635,0.69,0.66,0.56,0.55
21.295,92.645,0.68,0.66,0.55,0.54
21.295,92.655,0.67,0.63,0.53,0.53
21.295,92.665,0.66,0.63,0.52,0.52
21.295,92.675,0.66,0.61,0.53,0.51
21.305,92.045,0.63,0.7,0.74,0.75
21.305,92.055,0.85,0.8,0.71,0.78
21.305,92.065,0.85,0.8,0.7,0.77
21.305,92.075,0.85,0.79,0.7,0.76
21.305,92.085,0.85,0.79,0.7,0.77
21.305,92.095,0.86,0.79,0.71,0.78
21.305,92.105,0.86,0.8,0.71,0.78
21.305,92.115,0.86,0.8,0.72,0.79
21.305,92.125,0.86,0.81,0.73,0.8
21.305,92.135,0.87,0.81,0.74,0.81
21.305,92.145,0.87,0.81,0.74,0.81
21.305,92.155,0.87,0.81,0.74,0.81
21.305,92.165,0.86,0.81,0.73,0.81
21.305,92.175,0.86,0.81,0.73,0.81
21.305,92.185,0.86,0.82,0.73,0.8
21.305,92.195,0.86,0.81,0.73,0.8
21.305,92.205,0.86,0.81,0.72,0.8
21.305,92.585,0.73,0.69,0.59,0.6
21.305,92.595,0.73,0.68,0.59,0.6
21.305,92.605,0.73,0.68,0.58,0.59
21.305,92.615,0.72,0.68,0.58,0.57
21.305,92.625,0.7,0.65,0.56,0.56
21.305,92.635,0.69,0.66,0.55,0.54
21.305,92.645,0.68,0.65,0.54,0.53
